customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,segment,country
15738,19,41,13372.97,5,5,5,555,15,Champions,United Kingdom
15739,66,1,449.12,3,1,2,312,6,Promising,United Kingdom
15740,49,1,154.88,4,1,1,411,6,New Customers,United Kingdom
15741,458,2,208.62,1,2,1,121,4,Lost,United Kingdom
15742,619,1,156.87,1,1,1,111,3,Lost,United Kingdom
15743,16,4,784.46,5,3,3,533,11,Loyal Customers,United Kingdom
15744,78,1,34.8,3,1,1,311,5,Promising,United Kingdom
15745,19,4,1094.59,5,3,3,533,11,Loyal Customers,United Kingdom
15746,134,1,196.88,3,1,1,311,5,Promising,United Kingdom
15747,13,9,2562.61,5,5,4,554,14,Champions,United Kingdom
15748,40,3,614.76,4,3,2,432,9,Loyal Customers,United Kingdom
15749,235,3,44534.3,2,3,5,235,10,Needs Attention,United Kingdom
15750,3,18,6797.19,5,5,5,555,15,Champions,United Kingdom
15751,461,11,1380.44,1,5,4,154,10,At Risk,United Kingdom
15752,40,9,4207.54,4,5,5,455,14,Champions,United Kingdom
15753,305,1,79.2,2,1,1,211,4,Lost,United Kingdom
15754,51,9,3037.61,4,5,5,455,14,Champions,United Kingdom
15755,10,17,5993.12,5,5,5,555,15,Champions,United Kingdom
15756,61,4,532.96,3,3,2,332,8,Loyal Customers,United Kingdom
15757,66,6,2940.36,3,4,4,344,11,Loyal Customers,United Kingdom
15758,25,1,205.25,4,1,1,411,6,New Customers,United Kingdom
15759,218,7,830.93,2,4,3,243,9,At Risk,United Kingdom
15760,631,2,13916.34,1,2,5,125,8,Needs Attention,Norway
15761,443,1,143.05,1,1,1,111,3,Lost,United Kingdom
15762,65,2,583.75,3,2,2,322,7,Promising,United Kingdom
15763,32,2,1086.92,4,2,3,423,9,New Customers,United Kingdom
15764,88,8,4503.08,3,4,5,345,12,Loyal Customers,United Kingdom
15765,667,1,370.63,1,1,2,112,4,Lost,United Kingdom
15766,64,3,831.0600000000001,3,3,3,333,9,Loyal Customers,United Kingdom
15768,116,34,15601.09,3,5,5,355,13,Loyal Customers,United Kingdom
15769,7,46,88704.32,5,5,5,555,15,Champions,United Kingdom
15770,613,1,321.45,1,1,2,112,4,Lost,United Kingdom
15771,604,3,1006.54,1,3,3,133,7,Needs Attention,United Kingdom
15772,418,1,280.88,1,1,1,111,3,Lost,United Kingdom
15773,6,2,774.52,5,2,3,523,10,New Customers,United Kingdom
15774,69,6,1329.94,3,4,4,344,11,Loyal Customers,United Kingdom
15775,245,2,150.5,2,2,1,221,5,Lost,United Kingdom
15776,133,1,241.62,3,1,1,311,5,Promising,United Kingdom
15777,241,7,1762.61,2,4,4,244,10,At Risk,United Kingdom
15778,431,1,307.95,1,1,2,112,4,Lost,United Kingdom
15779,463,2,124.08,1,2,1,121,4,Lost,United Kingdom
15780,184,3,475.28000000000003,3,3,2,332,8,Loyal Customers,United Kingdom
15781,25,3,345.46,4,3,2,432,9,Loyal Customers,United Kingdom
15782,10,4,4014.1,5,3,5,535,13,Loyal Customers,United Kingdom
15783,11,1,246.3,5,1,1,511,7,New Customers,United Kingdom
15784,468,2,848.33,1,2,3,123,6,Needs Attention,United Kingdom
15785,33,16,5969.93,4,5,5,455,14,Champions,United Kingdom
15786,46,5,8514.82,4,4,5,445,13,Champions,United Kingdom
15787,26,3,948.05,4,3,3,433,10,Loyal Customers,United Kingdom
15788,509,1,221.82999999999998,1,1,1,111,3,Lost,United Kingdom
15789,358,6,1962.01,2,4,4,244,10,At Risk,United Kingdom
15790,10,1,220.85,5,1,1,511,7,New Customers,United Kingdom
15791,44,5,3608.34,4,4,5,445,13,Champions,United Kingdom
15792,400,2,933.84,2,2,3,223,7,Needs Attention,United Kingdom
15793,15,8,2399.57,5,4,4,544,13,Champions,United Kingdom
15794,736,2,777.0,1,2,3,123,6,Needs Attention,United Kingdom
15795,150,8,1979.87,3,4,4,344,11,Loyal Customers,United Kingdom
15796,1,17,5175.83,5,5,5,555,15,Champions,United Kingdom
15797,113,6,2821.08,3,4,4,344,11,Loyal Customers,United Kingdom
15798,493,3,1535.37,1,3,4,134,8,Needs Attention,United Kingdom
15799,76,4,1424.29,3,3,4,334,10,Loyal Customers,United Kingdom
15800,107,7,1242.58,3,4,3,343,10,Loyal Customers,United Kingdom
15801,46,3,1063.95,4,3,3,433,10,Loyal Customers,United Kingdom
15802,143,1,451.42,3,1,2,312,6,Promising,United Kingdom
15803,51,4,1929.66,4,3,4,434,11,Loyal Customers,United Kingdom
15804,1,13,4206.39,5,5,5,555,15,Champions,United Kingdom
15805,23,30,10189.23,4,5,5,455,14,Champions,United Kingdom
15806,46,3,784.58,4,3,3,433,10,Loyal Customers,United Kingdom
15807,50,5,1817.52,4,4,4,444,12,Champions,United Kingdom
15808,306,21,18409.93,2,5,5,255,12,At Risk,United Kingdom
15809,36,7,1274.44,4,4,4,444,12,Champions,United Kingdom
15810,79,8,2999.04,3,4,5,345,12,Loyal Customers,United Kingdom
15811,22,7,3890.52,4,4,5,445,13,Champions,United Kingdom
15812,107,12,5201.47,3,5,5,355,13,Loyal Customers,United Kingdom
15813,208,2,1303.9099999999999,2,2,4,224,8,Needs Attention,United Kingdom
15814,17,6,2634.44,5,4,4,544,13,Champions,United Kingdom
15815,64,5,2100.6,3,4,4,344,11,Loyal Customers,United Kingdom
15816,542,2,144.15,1,2,1,121,4,Lost,United Kingdom
15817,421,3,2766.4,1,3,4,134,8,Needs Attention,United Kingdom
15818,588,1,340.5,1,1,2,112,4,Lost,United Kingdom
15819,49,10,3934.79,4,5,5,455,14,Champions,United Kingdom
15820,320,1,206.98,2,1,1,211,4,Lost,United Kingdom
15821,44,2,570.96,4,2,2,422,8,New Customers,United Kingdom
15822,3,6,1840.06,5,4,4,544,13,Champions,United Kingdom
15823,372,3,3897.17,2,3,5,235,10,Needs Attention,United Kingdom
15824,453,2,890.94,1,2,3,123,6,Needs Attention,United Kingdom
15825,172,1,532.94,3,1,2,312,6,Promising,United Kingdom
15826,56,4,2598.28,4,3,4,434,11,Loyal Customers,United Kingdom
15827,73,28,3794.0699999999997,3,5,5,355,13,Loyal Customers,United Kingdom
15828,375,1,1108.82,2,1,3,213,6,Needs Attention,United Kingdom
15829,99,2,636.14,3,2,3,323,8,Needs Attention,United Kingdom
15830,38,1,576.0,4,1,2,412,7,New Customers,United Kingdom
15831,58,3,801.76,4,3,3,433,10,Loyal Customers,United Kingdom
15832,254,1,836.79,2,1,3,213,6,Needs Attention,United Kingdom
15833,738,1,80.4,1,1,1,111,3,Lost,United Kingdom
15834,70,7,3772.99,3,4,5,345,12,Loyal Customers,United Kingdom
15835,44,4,954.09,4,3,3,433,10,Loyal Customers,United Kingdom
15836,50,1,137.37,4,1,1,411,6,New Customers,United Kingdom
15837,65,2,777.01,3,2,3,323,8,Needs Attention,United Kingdom
15838,11,34,74163.0,5,5,5,555,15,Champions,United Kingdom
15839,33,3,1048.49,4,3,3,433,10,Loyal Customers,United Kingdom
15840,59,2,355.56,4,2,2,422,8,New Customers,United Kingdom
15841,73,9,2742.41,3,5,4,354,12,Loyal Customers,United Kingdom
15842,393,2,548.8,2,2,2,222,6,Lost,United Kingdom
15843,304,1,118.95,2,1,1,211,4,Lost,United Kingdom
15844,46,1,130.74,4,1,1,411,6,New Customers,United Kingdom
15845,18,11,4426.28,5,5,5,555,15,Champions,United Kingdom
15846,385,1,107.01,2,1,1,211,4,Lost,United Kingdom
15847,38,5,822.5699999999999,4,4,3,443,11,Loyal Customers,United Kingdom
15848,622,1,139.94,1,1,1,111,3,Lost,United Kingdom
15850,19,6,1058.72,5,4,3,543,12,Loyal Customers,United Kingdom
15851,527,1,109.73,1,1,1,111,3,Lost,United Kingdom
15852,187,3,257.26,3,3,1,331,7,Loyal Customers,United Kingdom
15853,52,1,110.8,4,1,1,411,6,New Customers,United Kingdom
15854,4,21,5583.81,5,5,5,555,15,Champions,United Kingdom
15855,137,6,1052.72,3,4,3,343,10,Loyal Customers,United Kingdom
15856,4,52,34220.34,5,5,5,555,15,Champions,United Kingdom
15857,19,2,570.48,5,2,2,522,9,New Customers,United Kingdom
15858,16,13,3960.37,5,5,5,555,15,Champions,United Kingdom
15859,432,1,438.46,1,1,2,112,4,Lost,United Kingdom
15860,41,17,2505.21,4,5,4,454,13,Champions,United Kingdom
15861,12,12,4401.79,5,5,5,555,15,Champions,United Kingdom
15862,8,13,2928.29,5,5,4,554,14,Champions,United Kingdom
15863,26,5,358.7,4,4,2,442,10,Loyal Customers,United Kingdom
15864,22,7,2180.7599999999998,4,4,4,444,12,Champions,United Kingdom
15865,41,5,2248.92,4,4,4,444,12,Champions,United Kingdom
15866,101,1,230.53,3,1,1,311,5,Promising,United Kingdom
15867,5,31,9063.95,5,5,5,555,15,Champions,United Kingdom
15868,583,1,94.53,1,1,1,111,3,Lost,United Kingdom
15869,277,3,323.65999999999997,2,3,2,232,7,Needs Attention,United Kingdom
15870,33,4,862.61,4,3,3,433,10,Loyal Customers,United Kingdom
15871,437,1,33.099999999999994,1,1,1,111,3,Lost,United Kingdom
15872,15,4,795.68,5,3,3,533,11,Loyal Customers,United Kingdom
15873,500,4,313.91999999999996,1,3,2,132,6,Needs Attention,United Kingdom
15874,64,21,11284.76,3,5,5,355,13,Loyal Customers,United Kingdom
15875,646,1,111.72,1,1,1,111,3,Lost,United Kingdom
15876,409,2,1449.14,2,2,4,224,8,Needs Attention,United Kingdom
15877,2,2,493.28000000000003,5,2,2,522,9,New Customers,United Kingdom
15878,562,2,330.77,1,2,2,122,5,Lost,United Kingdom
15879,404,4,1157.3,2,3,3,233,8,Needs Attention,United Kingdom
15880,369,1,686.56,2,1,3,213,6,Needs Attention,United Kingdom
15881,312,5,501.39,2,4,2,242,8,At Risk,United Kingdom
15882,199,8,1495.98,2,4,4,244,10,At Risk,United Kingdom
15883,2,2,396.48,5,2,2,522,9,New Customers,United Kingdom
15884,432,2,249.7,1,2,1,121,4,Lost,United Kingdom
15885,93,15,1951.82,3,5,4,354,12,Loyal Customers,United Kingdom
15886,60,4,1052.87,3,3,3,333,9,Loyal Customers,United Kingdom
15887,407,3,1027.15,2,3,3,233,8,Needs Attention,United Kingdom
15888,81,3,429.16,3,3,2,332,8,Loyal Customers,United Kingdom
15889,157,8,1806.28,3,4,4,344,11,Loyal Customers,United Kingdom
15890,395,5,535.65,2,4,2,242,8,At Risk,United Kingdom
15891,227,1,524.52,2,1,2,212,5,Lost,United Kingdom
15892,669,1,128.2,1,1,1,111,3,Lost,United Kingdom
15893,482,1,305.28,1,1,2,112,4,Lost,United Kingdom
15894,253,2,420.28999999999996,2,2,2,222,6,Lost,United Kingdom
15895,150,1,179.17,3,1,1,311,5,Promising,United Kingdom
15897,194,2,222.05,2,2,1,221,5,Lost,United Kingdom
15898,1,25,5596.31,5,5,5,555,15,Champions,United Kingdom
15899,369,1,112.5,2,1,1,211,4,Lost,United Kingdom
15900,24,4,900.4,4,3,3,433,10,Loyal Customers,United Kingdom
15901,17,7,703.22,5,4,3,543,12,Loyal Customers,United Kingdom
15902,380,1,145.01,2,1,1,211,4,Lost,United Kingdom
15903,10,12,8939.84,5,5,5,555,15,Champions,United Kingdom
15904,8,1,164.68,5,1,1,511,7,New Customers,United Kingdom
15905,543,1,114.69,1,1,1,111,3,Lost,United Kingdom
15906,20,10,2555.64,4,5,4,454,13,Champions,United Kingdom
15907,4,3,967.45,5,3,3,533,11,Loyal Customers,United Kingdom
15908,491,2,764.57,1,2,3,123,6,Needs Attention,United Kingdom
15909,174,1,191.94,3,1,1,311,5,Promising,United Kingdom
15910,1,15,2681.8,5,5,4,554,14,Champions,United Kingdom
15911,624,8,1702.34,1,4,4,144,9,At Risk,United Kingdom
15912,178,9,1074.7,3,5,3,353,11,Loyal Customers,United Kingdom
15913,534,1,6.3,1,1,1,111,3,Lost,United Kingdom
15914,378,2,205.99,2,2,1,221,5,Lost,United Kingdom
15915,402,1,429.21,2,1,2,212,5,Lost,United Kingdom
15916,16,13,3427.17,5,5,5,555,15,Champions,United Kingdom
15917,248,5,560.63,2,4,2,242,8,At Risk,United Kingdom
15918,191,3,582.88,2,3,2,232,7,Needs Attention,United Kingdom
15919,20,2,910.61,4,2,3,423,9,New Customers,United Kingdom
15920,154,9,571.64,3,5,2,352,10,Loyal Customers,United Kingdom
15921,173,4,802.11,3,3,3,333,9,Loyal Customers,United Kingdom
15922,373,1,739.0,2,1,3,213,6,Needs Attention,United Kingdom
15923,373,1,254.16,2,1,1,211,4,Lost,United Kingdom
15924,731,1,102.82,1,1,1,111,3,Lost,United Kingdom
15925,194,1,207.15,2,1,1,211,4,Lost,United Kingdom
15926,542,1,134.44,1,1,1,111,3,Lost,United Kingdom
15927,647,1,123.39,1,1,1,111,3,Lost,United Kingdom
15928,656,1,293.53,1,1,2,112,4,Lost,United Kingdom
15929,644,1,594.0,1,1,2,112,4,Lost,United Kingdom
15930,67,1,426.63,3,1,2,312,6,Promising,United Kingdom
15931,428,1,239.9,1,1,1,111,3,Lost,United Kingdom
15932,4,8,2495.87,5,4,4,544,13,Champions,United Kingdom
15933,21,3,1107.46,4,3,3,433,10,Loyal Customers,United Kingdom
15934,418,2,2190.66,1,2,4,124,7,Needs Attention,United Kingdom
15935,239,2,416.86,2,2,2,222,6,Lost,United Kingdom
15936,379,2,282.79,2,2,1,221,5,Lost,United Kingdom
15937,64,1,145.35,3,1,1,311,5,Promising,United Kingdom
15938,112,9,734.81,3,5,3,353,11,Loyal Customers,United Kingdom
15939,90,16,9060.39,3,5,5,355,13,Loyal Customers,United Kingdom
15940,311,1,35.8,2,1,1,211,4,Lost,United Kingdom
15941,637,1,405.0,1,1,2,112,4,Lost,United Kingdom
15942,134,1,337.44,3,1,2,312,6,Promising,United Kingdom
15943,650,2,271.28999999999996,1,2,1,121,4,Lost,United Kingdom
15944,277,4,2164.24,2,3,4,234,9,Needs Attention,United Kingdom
15945,365,4,827.27,2,4,3,243,9,At Risk,United Kingdom
15946,503,3,2304.18,1,3,4,134,8,Needs Attention,United Kingdom
15947,83,1,1708.24,3,1,4,314,8,Needs Attention,United Kingdom
15948,8,3,1509.09,5,3,4,534,12,Loyal Customers,United Kingdom
15949,17,2,364.71999999999997,5,2,2,522,9,New Customers,United Kingdom
15950,32,10,7180.71,4,5,5,455,14,Champions,United Kingdom
15951,9,3,1013.17,5,3,3,533,11,Loyal Customers,United Kingdom
15952,34,4,806.57,4,4,3,443,11,Loyal Customers,United Kingdom
15953,15,18,3669.5499999999997,5,5,5,555,15,Champions,United Kingdom
15954,589,1,190.75,1,1,1,111,3,Lost,United Kingdom
15955,24,22,8658.36,4,5,5,455,14,Champions,United Kingdom
15956,551,2,617.6,1,2,2,122,5,Lost,United Kingdom
15957,32,3,930.1,4,3,3,433,10,Loyal Customers,United Kingdom
15958,74,4,492.99,3,4,2,342,9,Loyal Customers,United Kingdom
15959,682,3,579.49,1,3,2,132,6,Needs Attention,United Kingdom
15960,374,4,410.95,2,4,2,242,8,At Risk,United Kingdom
15961,379,1,451.28999999999996,2,1,2,212,5,Lost,United Kingdom
15962,449,1,295.83,1,1,2,112,4,Lost,United Kingdom
15963,20,2,470.76,4,2,2,422,8,New Customers,United Kingdom
15964,663,1,272.96,1,1,1,111,3,Lost,United Kingdom
15965,17,13,3013.09,5,5,5,555,15,Champions,United Kingdom
15966,451,1,426.53,1,1,2,112,4,Lost,United Kingdom
15967,23,12,3041.6,4,5,5,455,14,Champions,United Kingdom
15968,388,1,418.05,2,1,2,212,5,Lost,United Kingdom
15969,3,5,1127.05,5,4,3,543,12,Loyal Customers,United Kingdom
15970,304,2,1017.3199999999999,2,2,3,223,7,Needs Attention,United Kingdom
15971,18,18,5902.83,5,5,5,555,15,Champions,United Kingdom
15972,456,5,1810.27,1,4,4,144,9,At Risk,United Kingdom
15973,367,3,988.44,2,3,3,233,8,Needs Attention,United Kingdom
15974,39,7,3442.15,4,4,5,445,13,Champions,United Kingdom
15975,84,1,371.01,3,1,2,312,6,Promising,United Kingdom
15976,165,6,1746.64,3,4,4,344,11,Loyal Customers,United Kingdom
15977,17,2,1054.73,5,2,3,523,10,New Customers,United Kingdom
15978,77,3,3279.42,3,3,5,335,11,Loyal Customers,United Kingdom
15979,603,1,329.21999999999997,1,1,2,112,4,Lost,United Kingdom
15980,89,7,6593.68,3,4,5,345,12,Loyal Customers,United Kingdom
15981,25,21,9362.77,4,5,5,455,14,Champions,United Kingdom
15982,605,1,324.51,1,1,2,112,4,Lost,United Kingdom
15983,22,8,3958.82,4,4,5,445,13,Champions,United Kingdom
15984,3,30,8759.32,5,5,5,555,15,Champions,United Kingdom
15985,123,7,2715.2799999999997,3,4,4,344,11,Loyal Customers,United Kingdom
15986,30,2,354.42,4,2,2,422,8,New Customers,United Kingdom
15987,12,8,1682.1299999999999,5,4,4,544,13,Champions,United Kingdom
15988,19,3,770.09,5,3,3,533,11,Loyal Customers,United Kingdom
15989,376,2,372.51,2,2,2,222,6,Lost,United Kingdom
15990,44,7,2010.05,4,4,4,444,12,Champions,United Kingdom
15991,534,1,150.55,1,1,1,111,3,Lost,United Kingdom
15992,4,3,896.6,5,3,3,533,11,Loyal Customers,United Kingdom
15993,9,7,2797.57,5,4,4,544,13,Champions,United Kingdom
15994,55,3,1202.18,4,3,3,433,10,Loyal Customers,United Kingdom
15995,414,1,696.1899999999999,1,1,3,113,5,Needs Attention,United Kingdom
15996,88,7,1686.9,3,4,4,344,11,Loyal Customers,United Kingdom
15998,37,16,8308.34,4,5,5,455,14,Champions,United Kingdom
15999,736,1,20.4,1,1,1,111,3,Lost,United Kingdom
16000,3,3,12393.7,5,3,5,535,13,Loyal Customers,United Kingdom
16001,381,1,583.39,2,1,2,212,5,Lost,United Kingdom
16002,625,1,169.21,1,1,1,111,3,Lost,United Kingdom
16003,30,10,5613.83,4,5,5,455,14,Champions,United Kingdom
16004,475,5,2146.39,1,4,4,144,9,At Risk,United Kingdom
16005,12,10,2436.22,5,5,4,554,14,Champions,United Kingdom
16006,211,2,347.17,2,2,2,222,6,Lost,United Kingdom
16007,48,7,3075.14,4,4,5,445,13,Champions,United Kingdom
16008,24,15,5384.13,4,5,5,455,14,Champions,United Kingdom
16009,22,4,992.71,4,4,3,443,11,Loyal Customers,United Kingdom
16010,246,11,1724.06,2,5,4,254,11,At Risk,United Kingdom
16011,8,29,5880.46,5,5,5,555,15,Champions,United Kingdom
16012,35,5,2989.79,4,4,5,445,13,Champions,United Kingdom
16013,4,84,57446.44,5,5,5,555,15,Champions,United Kingdom
16014,38,5,1130.27,4,4,3,443,11,Loyal Customers,United Kingdom
16015,4,3,705.39,5,3,3,533,11,Loyal Customers,United Kingdom
16016,3,11,2533.94,5,5,4,554,14,Champions,United Kingdom
16017,47,5,1553.83,4,4,4,444,12,Champions,United Kingdom
16018,39,4,698.13,4,4,3,443,11,Loyal Customers,United Kingdom
16019,47,27,17465.85,4,5,5,455,14,Champions,United Kingdom
16020,17,3,851.01,5,3,3,533,11,Loyal Customers,United Kingdom
16021,395,2,532.25,2,2,2,222,6,Lost,United Kingdom
16022,260,1,628.28,2,1,3,213,6,Needs Attention,United Kingdom
16023,46,3,719.81,4,3,3,433,10,Loyal Customers,United Kingdom
16024,12,3,484.2,5,3,2,532,10,Loyal Customers,United Kingdom
16025,30,1,439.65999999999997,4,1,2,412,7,New Customers,United Kingdom
16026,43,1,236.09,4,1,1,411,6,New Customers,United Kingdom
16027,92,15,2048.36,3,5,4,354,12,Loyal Customers,United Kingdom
16028,596,1,82.2,1,1,1,111,3,Lost,United Kingdom
16029,39,107,122209.14,4,5,5,455,14,Champions,United Kingdom
16030,310,1,331.24,2,1,2,212,5,Lost,United Kingdom
16031,92,2,548.94,3,2,2,322,7,Promising,United Kingdom
16032,456,6,1970.45,1,4,4,144,9,At Risk,United Kingdom
16033,6,27,10836.13,5,5,5,555,15,Champions,United Kingdom
16034,196,6,928.72,2,4,3,243,9,At Risk,United Kingdom
16035,560,1,217.73,1,1,1,111,3,Lost,United Kingdom
16036,87,4,2556.84,3,4,4,344,11,Loyal Customers,United Kingdom
16037,270,5,1509.34,2,4,4,244,10,At Risk,United Kingdom
16038,8,3,471.78,5,3,2,532,10,Loyal Customers,United Kingdom
16039,424,2,456.4,1,2,2,122,5,Lost,United Kingdom
16040,65,7,2416.9,3,4,4,344,11,Loyal Customers,United Kingdom
16041,31,3,3166.4,4,3,5,435,12,Loyal Customers,United Kingdom
16042,22,8,2265.12,4,4,4,444,12,Champions,United Kingdom
16043,38,8,1856.59,4,4,4,444,12,Champions,United Kingdom
16044,435,1,340.84,1,1,2,112,4,Lost,United Kingdom
16045,120,8,3434.93,3,4,5,345,12,Loyal Customers,United Kingdom
16046,562,1,235.78,1,1,1,111,3,Lost,United Kingdom
16047,682,1,107.14,1,1,1,111,3,Lost,EIRE
16048,373,4,1075.23,2,4,3,243,9,At Risk,United Kingdom
16049,40,6,1899.68,4,4,4,444,12,Champions,United Kingdom
16050,174,3,300.7,3,3,2,332,8,Loyal Customers,United Kingdom
16051,682,1,188.44,1,1,1,111,3,Lost,United Kingdom
16052,54,1,362.06,4,1,2,412,7,New Customers,United Kingdom
16053,33,6,3634.84,4,4,5,445,13,Champions,United Kingdom
16054,145,4,2111.88,3,4,4,344,11,Loyal Customers,United Kingdom
16055,221,1,134.8,2,1,1,211,4,Lost,United Kingdom
16056,45,1,664.85,4,1,3,413,8,New Customers,United Kingdom
16057,16,10,3854.85,5,5,5,555,15,Champions,United Kingdom
16058,406,1,62.7,2,1,1,211,4,Lost,United Kingdom
16059,66,12,3217.77,3,5,5,355,13,Loyal Customers,United Kingdom
16060,401,3,541.95,2,3,2,232,7,Needs Attention,United Kingdom
16061,431,1,89.65,1,1,1,111,3,Lost,United Kingdom
16062,10,8,2863.45,5,5,4,554,14,Champions,United Kingdom
16063,260,1,335.32,2,1,2,212,5,Lost,United Kingdom
16064,725,1,111.0,1,1,1,111,3,Lost,United Kingdom
16065,365,8,2382.62,2,5,4,254,11,At Risk,United Kingdom
16066,17,5,1521.8700000000001,5,4,4,544,13,Champions,United Kingdom
16067,563,3,3395.29,1,3,5,135,9,Needs Attention,United Kingdom
16068,594,1,122.93,1,1,1,111,3,Lost,United Kingdom
16069,418,1,457.7,1,1,2,112,4,Lost,United Kingdom
16070,22,2,852.15,4,2,3,423,9,New Customers,United Kingdom
16071,45,4,1076.8,4,4,3,443,11,Loyal Customers,United Kingdom
16072,288,4,4328.89,2,4,5,245,11,At Risk,United Kingdom
16073,297,1,122.4,2,1,1,211,4,Lost,United Kingdom
16074,390,1,265.25,2,1,1,211,4,Lost,United Kingdom
16075,503,2,736.93,1,2,3,123,6,Needs Attention,United Kingdom
16076,3,10,2234.73,5,5,4,554,14,Champions,United Kingdom
16077,626,1,2300.3999999999996,1,1,4,114,6,Needs Attention,United Kingdom
16078,284,2,362.99,2,2,2,222,6,Lost,United Kingdom
16079,17,3,1352.0,5,3,4,534,12,Loyal Customers,United Kingdom
16080,82,4,602.56,3,4,2,342,9,Loyal Customers,United Kingdom
16081,56,8,4460.18,4,5,5,455,14,Champions,United Kingdom
16082,670,1,106.75,1,1,1,111,3,Lost,United Kingdom
16083,101,4,2351.42,3,4,4,344,11,Loyal Customers,United Kingdom
16084,299,1,436.18,2,1,2,212,5,Lost,United Kingdom
16085,23,12,2343.53,4,5,4,454,13,Champions,United Kingdom
16086,59,10,2864.99,4,5,4,454,13,Champions,United Kingdom
16087,389,5,1739.92,2,4,4,244,10,At Risk,United Kingdom
16088,576,2,1437.43,1,2,4,124,7,Needs Attention,United Kingdom
16089,386,2,271.44,2,2,1,221,5,Lost,United Kingdom
16090,624,1,205.91,1,1,1,111,3,Lost,United Kingdom
16091,155,2,315.06,3,2,2,322,7,Promising,United Kingdom
16092,115,6,1587.94,3,4,4,344,11,Loyal Customers,United Kingdom
16093,107,1,17.0,3,1,1,311,5,Promising,United Kingdom
16094,12,11,3695.56,5,5,5,555,15,Champions,United Kingdom
16095,456,1,447.05,1,1,2,112,4,Lost,United Kingdom
16096,264,4,1584.97,2,4,4,244,10,At Risk,United Kingdom
16097,240,1,185.04999999999998,2,1,1,211,4,Lost,United Kingdom
16098,88,14,4448.1,3,5,5,355,13,Loyal Customers,United Kingdom
16099,50,7,1573.2,4,4,4,444,12,Champions,United Kingdom
16100,463,1,582.64,1,1,2,112,4,Lost,United Kingdom
16101,71,4,3229.16,3,4,5,345,12,Loyal Customers,United Kingdom
16102,42,3,1842.1399999999999,4,3,4,434,11,Loyal Customers,United Kingdom
16103,7,22,6191.71,5,5,5,555,15,Champions,United Kingdom
16104,62,9,2778.61,3,5,4,354,12,Loyal Customers,United Kingdom
16105,249,5,2386.19,2,4,4,244,10,At Risk,United Kingdom
16106,66,1,108.38,3,1,1,311,5,Promising,United Kingdom
16107,18,7,3204.16,5,4,5,545,14,Champions,United Kingdom
16108,85,4,2235.92,3,4,4,344,11,Loyal Customers,United Kingdom
16109,219,3,939.48,2,3,3,233,8,Needs Attention,United Kingdom
16110,45,4,1819.27,4,4,4,444,12,Champions,United Kingdom
16111,428,1,562.48,1,1,2,112,4,Lost,United Kingdom
16112,143,4,195.74,3,4,1,341,8,Loyal Customers,United Kingdom
16113,183,1,161.38,3,1,1,311,5,Promising,United Kingdom
16114,171,1,135.75,3,1,1,311,5,Promising,United Kingdom
16115,10,12,2575.14,5,5,4,554,14,Champions,United Kingdom
16116,212,1,612.78,2,1,2,212,5,Lost,United Kingdom
16117,190,3,654.4,2,3,3,233,8,Needs Attention,United Kingdom
16118,653,1,4376.25,1,1,5,115,7,Needs Attention,United Kingdom
16119,8,8,1720.81,5,5,4,554,14,Champions,United Kingdom
16120,59,6,3056.91,4,4,5,445,13,Champions,United Kingdom
16121,57,5,1477.09,4,4,4,444,12,Champions,United Kingdom
16122,73,6,1001.34,3,4,3,343,10,Loyal Customers,United Kingdom
16123,52,1,307.78,4,1,2,412,7,New Customers,United Kingdom
16124,317,4,1772.49,2,4,4,244,10,At Risk,United Kingdom
16125,367,14,4587.65,2,5,5,255,12,At Risk,United Kingdom
16126,29,15,14646.8,4,5,5,455,14,Champions,United Kingdom
16127,39,2,801.3100000000001,4,2,3,423,9,New Customers,United Kingdom
16128,18,11,3801.05,5,5,5,555,15,Champions,United Kingdom
16129,407,3,1396.05,2,3,4,234,9,Needs Attention,United Kingdom
16130,422,4,987.48,1,4,3,143,8,At Risk,United Kingdom
16131,52,12,9957.42,4,5,5,455,14,Champions,United Kingdom
16132,544,2,664.1999999999999,1,2,3,123,6,Needs Attention,United Kingdom
16133,4,56,22992.26,5,5,5,555,15,Champions,United Kingdom
16134,22,5,2145.34,4,4,4,444,12,Champions,United Kingdom
16135,263,2,819.45,2,2,3,223,7,Needs Attention,United Kingdom
16136,60,4,946.8,3,4,3,343,10,Loyal Customers,United Kingdom
16137,680,1,422.7,1,1,2,112,4,Lost,United Kingdom
16138,379,3,910.35,2,3,3,233,8,Needs Attention,United Kingdom
16139,19,5,1111.15,5,4,3,543,12,Loyal Customers,United Kingdom
16140,66,3,1557.6,3,3,4,334,10,Loyal Customers,United Kingdom
16141,88,2,955.9399999999999,3,2,3,323,8,Needs Attention,United Kingdom
16142,250,1,535.34,2,1,2,212,5,Lost,United Kingdom
16143,3,12,4910.83,5,5,5,555,15,Champions,United Kingdom
16144,247,1,175.2,2,1,1,211,4,Lost,United Kingdom
16145,9,19,6805.44,5,5,5,555,15,Champions,United Kingdom
16146,157,4,946.38,3,4,3,343,10,Loyal Customers,United Kingdom
16147,134,5,2398.91,3,4,4,344,11,Loyal Customers,United Kingdom
16148,296,2,386.62,2,2,2,222,6,Lost,United Kingdom
